ref_stop,departure_time,dep_sec,hour,headway_min
Shinjuku,23:19:00,83940,23,2
Shinjuku,23:21:00,84060,23,2
Shinjuku,23:22:00,84120,23,1
Shinjuku,23:25:00,84300,23,3
Shinjuku,23:26:00,84360,23,1
Shinjuku,23:28:00,84480,23,2
Shinjuku,23:29:00,84540,23,1
Shinjuku,23:32:00,84720,23,3
Shinjuku,23:33:00,84780,23,1
Shinjuku,23:34:00,84840,23,1
Shinjuku,23:39:00,85140,23,5
Shinjuku,23:40:00,85200,23,1
Shinjuku,23:41:00,85260,23,1
Shinjuku,23:45:00,85500,23,4
Shinjuku,23:46:00,85560,23,1
Shinjuku,23:50:00,85800,23,4
Shinjuku,23:52:00,85920,23,2
Shinjuku,23:53:00,85980,23,1
Shinjuku,23:54:00,86040,23,1
Shinjuku,23:57:00,86220,23,3
Shinjuku,23:59:00,86340,23,2
Shinjuku,24:00:00,86400,0,1
Shinjuku,24:03:00,86580,0,3
Shinjuku,24:06:00,86760,0,3
Shinjuku,24:07:00,86820,0,1
Shinjuku,24:12:00,87120,0,5
Shinjuku,24:14:00,87240,0,2
Shinjuku,24:20:00,87600,0,6
Shinjuku,24:21:00,87660,0,1
Shinjuku,24:27:00,88020,0,6
Shinjuku,24:29:00,88140,0,2
Shinjuku,24:33:00,88380,0,4
Shinjuku,24:36:00,88560,0,3
Shinjuku,24:41:00,88860,0,5
Shinjuku,24:44:00,89040,0,3
